# v  f0  f1x  f0*v^2  0.5*me*f1x*v^5
7.47767e+07 2.22258e-11 2.12516e-14 124277 0.0226298
7.47622e+07 2.24848e-11 2.15983e-14 125676 0.0229768
7.47478e+07 2.27463e-11 2.1949e-14 127089 0.0233273
7.47333e+07 2.30102e-11 2.23036e-14 128513 0.0236813
7.47189e+07 2.32765e-11 2.26623e-14 129951 0.0240389
7.47044e+07 2.35454e-11 2.3025e-14 131401 0.0244
7.46899e+07 2.38168e-11 2.33918e-14 132864 0.0247647
7.46754e+07 2.40907e-11 2.37627e-14 134340 0.025133
7.46609e+07 2.43671e-11 2.41378e-14 135829 0.0255049
7.46464e+07 2.46462e-11 2.4517e-14 137331 0.0258804
7.46319e+07 2.49279e-11 2.49004e-14 138846 0.0262596
7.46174e+07 2.52122e-11 2.5288e-14 140375 0.0266425
7.46028e+07 2.54992e-11 2.56799e-14 141918 0.027029
7.45883e+07 2.57888e-11 2.60761e-14 143474 0.0274192
7.45737e+07 2.60812e-11 2.64766e-14 145044 0.0278132
7.45592e+07 2.63763e-11 2.68815e-14 146628 0.028211
7.45446e+07 2.66742e-11 2.72909e-14 148226 0.0286127
7.453e+07 2.69749e-11 2.77048e-14 149838 0.0290183
7.45155e+07 2.72785e-11 2.81233e-14 151465 0.0294278
7.45009e+07 2.75848e-11 2.85464e-14 153106 0.0298412
7.44863e+07 2.78941e-11 2.89741e-14 154762 0.0302587
7.44716e+07 2.82063e-11 2.94064e-14 156433 0.0306801
7.4457e+07 2.85214e-11 2.98434e-14 158118 0.0311054
7.44424e+07 2.88395e-11 3.0285e-14 159819 0.0315347
7.44278e+07 2.91605e-11 3.07313e-14 161534 0.031968
7.44131e+07 2.94846e-11 3.11822e-14 163266 0.0324052
7.43985e+07 2.98118e-11 3.16379e-14 165012 0.0328463
7.43838e+07 3.0142e-11 3.20983e-14 166774 0.0332916
7.43691e+07 3.04754e-11 3.25637e-14 168552 0.0337409
7.43545e+07 3.08118e-11 3.3034e-14 170346 0.0341945
7.43398e+07 3.11515e-11 3.35094e-14 172156 0.0346524
7.43251e+07 3.14944e-11 3.399e-14 173982 0.0351146
7.43104e+07 3.18405e-11 3.44759e-14 175824 0.0355814
7.42957e+07 3.21899e-11 3.49671e-14 177683 0.0360526
7.42809e+07 3.25426e-11 3.54636e-14 179559 0.0365283
7.42662e+07 3.28987e-11 3.59653e-14 181452 0.0370083
7.42515e+07 3.32581e-11 3.64721e-14 183361 0.0374927
7.42367e+07 3.36209e-11 3.69842e-14 185288 0.0379813
7.4222e+07 3.39871e-11 3.75013e-14 187232 0.0384741
7.42072e+07 3.43569e-11 3.80236e-14 189193 0.0389711
7.41924e+07 3.47301e-11 3.8551e-14 191172 0.0394723
7.41776e+07 3.51069e-11 3.90837e-14 193169 0.0399779
7.41628e+07 3.54872e-11 3.96219e-14 195184 0.0404881
7.4148e+07 3.58712e-11 4.01657e-14 197217 0.0410028
7.41332e+07 3.62588e-11 4.07154e-14 199269 0.0415225
7.41184e+07 3.665e-11 4.12711e-14 201338 0.0420472
7.41036e+07 3.7045e-11 4.1833e-14 203427 0.0425769
7.40887e+07 3.74438e-11 4.24009e-14 205534 0.0431118
7.40739e+07 3.78464e-11 4.2975e-14 207661 0.0436518
7.4059e+07 3.82527e-11 4.35551e-14 209806 0.0441966
7.40442e+07 3.8663e-11 4.41411e-14 211971 0.0447463
7.40293e+07 3.90772e-11 4.47327e-14 214156 0.0453006
7.40144e+07 3.94953e-11 4.53301e-14 216360 0.0458594
7.39995e+07 3.99174e-11 4.5933e-14 218585 0.0464226
7.39846e+07 4.03435e-11 4.65416e-14 220829 0.0469903
7.39697e+07 4.07737e-11 4.71559e-14 223094 0.0475627
7.39548e+07 4.1208e-11 4.77763e-14 225379 0.0481398
7.39399e+07 4.16464e-11 4.8403e-14 227685 0.0487221
7.39249e+07 4.2089e-11 4.90362e-14 230012 0.0493096
7.391e+07 4.25359e-11 4.96763e-14 232360 0.0499028
7.3895e+07 4.2987e-11 5.03234e-14 234730 0.0505017
7.38801e+07 4.34425e-11 5.09775e-14 237121 0.0511064
7.38651e+07 4.39023e-11 5.16388e-14 239533 0.0517169
7.38501e+07 4.43665e-11 5.2307e-14 241968 0.052333
7.38351e+07 4.48352e-11 5.2982e-14 244425 0.0529546
7.38201e+07 4.53083e-11 5.36637e-14 246904 0.0535814
7.38051e+07 4.5786e-11 5.43518e-14 249405 0.0542134
7.37901e+07 4.62683e-11 5.50464e-14 251930 0.0548504
7.37751e+07 4.67551e-11 5.57473e-14 254477 0.0554923
7.37601e+07 4.72467e-11 5.64547e-14 257048 0.0561392
7.3745e+07 4.7743e-11 5.71688e-14 259642 0.0567913
7.373e+07 4.82441e-11 5.78898e-14 262260 0.0574488
7.37149e+07 4.87499e-11 5.86178e-14 264901 0.058112
7.36998e+07 4.92607e-11 5.93533e-14 267567 0.0587809
7.36847e+07 4.97763e-11 6.00964e-14 270257 0.059456
7.36696e+07 5.02969e-11 6.08472e-14 272972 0.0601372
7.36545e+07 5.08225e-11 6.16058e-14 275712 0.0608246
7.36394e+07 5.13532e-11 6.23724e-14 278476 0.0615183
7.36243e+07 5.1889e-11 6.31468e-14 281266 0.0622182
7.36092e+07 5.243e-11 6.3929e-14 284082 0.0629242
7.3594e+07 5.29761e-11 6.4719e-14 286923 0.0636363
7.35789e+07 5.35276e-11 6.55167e-14 289791 0.0643544
7.35637e+07 5.40844e-11 6.63222e-14 292684 0.0650786
7.35486e+07 5.46465e-11 6.71355e-14 295604 0.0658087
7.35334e+07 5.52141e-11 6.79566e-14 298551 0.0665449
7.35182e+07 5.57872e-11 6.87856e-14 301526 0.0672871
7.3503e+07 5.63658e-11 6.96224e-14 304527 0.0680354
7.34878e+07 5.695e-11 7.04673e-14 307556 0.0687898
7.34726e+07 5.75398e-11 7.13203e-14 310613 0.0695504
