# v  f0  f1x  f0*v^2  0.5*me*f1x*v^5
694.099 9.34997e-18 4.13461e-22 4.50457e-12 3.33053e-08
694.081 9.38457e-18 4.17785e-22 4.52101e-12 3.36492e-08
694.063 9.41922e-18 4.22129e-22 4.53746e-12 3.39947e-08
694.045 9.45391e-18 4.26495e-22 4.55394e-12 3.43418e-08
694.027 9.48865e-18 4.30881e-22 4.57043e-12 3.46904e-08
694.009 9.52343e-18 4.35288e-22 4.58695e-12 3.50407e-08
693.991 9.55826e-18 4.39715e-22 4.60348e-12 3.53925e-08
693.973 9.59314e-18 4.44164e-22 4.62004e-12 3.57459e-08
693.955 9.62806e-18 4.48634e-22 4.63662e-12 3.61009e-08
693.937 9.66302e-18 4.53124e-22 4.65321e-12 3.64575e-08
693.919 9.69803e-18 4.57636e-22 4.66983e-12 3.68157e-08
693.901 9.73309e-18 4.62168e-22 4.68647e-12 3.71755e-08
693.883 9.76819e-18 4.66722e-22 4.70312e-12 3.75369e-08
693.865 9.80334e-18 4.71296e-22 4.7198e-12 3.78998e-08
693.847 9.83854e-18 4.75892e-22 4.7365e-12 3.82644e-08
693.828 9.87378e-18 4.80508e-22 4.75322e-12 3.86306e-08
693.81 9.90907e-18 4.85146e-22 4.76996e-12 3.89984e-08
693.792 9.9444e-18 4.89805e-22 4.78671e-12 3.93677e-08
693.774 9.97978e-18 4.94485e-22 4.80349e-12 3.97387e-08
693.756 1.00152e-17 4.99186e-22 4.82029e-12 4.01113e-08
693.738 1.00507e-17 5.03908e-22 4.83711e-12 4.04855e-08
693.72 1.00862e-17 5.08652e-22 4.85395e-12 4.08613e-08
693.702 1.01218e-17 5.13417e-22 4.87082e-12 4.12386e-08
693.684 1.01574e-17 5.18203e-22 4.8877e-12 4.16176e-08
693.666 1.0193e-17 5.2301e-22 4.9046e-12 4.19983e-08
693.648 1.02287e-17 5.27839e-22 4.92152e-12 4.23805e-08
693.63 1.02645e-17 5.32689e-22 4.93847e-12 4.27643e-08
693.611 1.03003e-17 5.3756e-22 4.95543e-12 4.31498e-08
693.593 1.03361e-17 5.42453e-22 4.97242e-12 4.35368e-08
693.575 1.0372e-17 5.47367e-22 4.98942e-12 4.39255e-08
693.557 1.0408e-17 5.52303e-22 5.00645e-12 4.43158e-08
693.539 1.04439e-17 5.5726e-22 5.0235e-12 4.47077e-08
693.521 1.048e-17 5.62238e-22 5.04057e-12 4.51012e-08
693.503 1.05161e-17 5.67238e-22 5.05766e-12 4.54964e-08
693.485 1.05522e-17 5.7226e-22 5.07477e-12 4.58932e-08
693.467 1.05884e-17 5.77303e-22 5.0919e-12 4.62915e-08
693.449 1.06246e-17 5.82368e-22 5.10905e-12 4.66916e-08
693.43 1.06608e-17 5.87454e-22 5.12622e-12 4.70932e-08
693.412 1.06972e-17 5.92562e-22 5.14342e-12 4.74965e-08
693.394 1.07335e-17 5.97691e-22 5.16063e-12 4.79014e-08
693.376 1.07699e-17 6.02843e-22 5.17787e-12 4.83079e-08
693.358 1.08064e-17 6.08015e-22 5.19513e-12 4.87161e-08
